#compound_ID,Exp_label(HGMMS/HGMMI),chemical_name,SMILES,reaction_type,direct_metabolite,final_metabolite,reference_year_month,reference_title,DOI
TS0253,HGMMS,Wogonoside,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)OC4C(C(C(C(O4)C(=O)O)O)O)O,hydrolysis,COC1=C(O)C=C(O)C2=C1OC(C3=CC=CC=C3)=CC2=O,NONE,2015/10,Metabolism of Wogonoside by Human Fecal Microflora and Its Anti-pruritic Effect,10.4062/biomolther.2009.17.2.211
TS0254,HGMMS,Baicalin,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,hydrolysis,O=C(C1=C(O)C(O)=C(O)C=C1O2)C=C2C3=CC=CC=C3,NONE,1998/02,Intestinal bacterial metabolism of flavonoids and its relation to some biological activities,10.1007/BF03216747
TS0255,HGMMS,Poncirin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O,hydrolysis,OC1=CC(O)=C2C(C[C@@H](C3=CC=C(OC)C=C3)OC2=C1)=O,NONE,1998/02,Intestinal bacterial metabolism of flavonoids and its relation to some biological activities,10.1007/BF03216747
TS0256,HGMMS,Diosmin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,hydrolysis,OC1=CC(O)=C2C(OC(C3=CC(O)=C(OC)C=C3)=CC2=O)=C1,NONE,1998/02,Intestinal bacterial metabolism of flavonoids and its relation to some biological activities,10.1007/BF03216747
TS0257,HGMMS,5-fluorouracil,C1=C(C(=O)NC(=O)N1)F,reduction,C1C(C(=O)NC(=O)N1)F,NONE,2018/04,The Metabolism of Fluoropyrimidine Anticancer Drugs by the Human Gut Microbiome,10.1096/fasebj.2018.32.1_supplement.534.22
TS0258,HGMMS,flunitrazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,reduction,CN1C(CN=C(C2=CC=CC=C2F)C3=C1C=CC(N)=C3)=O,NONE,2009/07,Characterization of Escherichia coli nitroreductase NfsB in the metabolism of nitrobenzodiazepines,10.1016/j.bcp.2009.03.019
TS0259,HGMMS,nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,reduction,O=C1CN=C(C2=CC=CC=C2)C(C=C(N)C=C3)=C3N1,NONE,2009/07,Characterization of Escherichia coli nitroreductase NfsB in the metabolism of nitrobenzodiazepines,10.1016/j.bcp.2009.03.019
TS0260,HGMMS,Shikonin,CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,unknown,C/C(C)=C\CCC1=CC(C2=C(O)C=CC(O)=C2C1=O)=O,NONE,1994/03,Biotransformation of shikonin by human intestinal bacteria,10.1016/S0040-4020(01)81108-X
TS0261,HGMMS,MDPM,O=S(OC(C=C1)=CC=C1C(C2=CC=C(O)C=C2)C3=CC=CC=N3)(O)=O,hydrolysis,OC(C=C1)=CC=C1C(C2=CC=C(O)C=C2)C3=CC=CC=N3,NONE,1992/05,The role of intestinal bacteria in the transformation of sodium picosulfate,10.1254/jjp.59.1
TS0262,HGMMS,Picosulfuric acid,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O,hydrolysis,O=S(OC(C=C1)=CC=C1C(C2=CC=C(O)C=C2)C3=CC=CC=N3)(O)=O,OC(C=C1)=CC=C1C(C2=CC=C(O)C=C2)C3=CC=CC=N3,1992/05,The role of intestinal bacteria in the transformation of sodium picosulfate,10.1254/jjp.59.1
TS0263,HGMMS,Phorbol,C[C@@H]1[C@H]([C@@]2([C@@H](C2(C)C)[C@H]3[C@]1([C@@H]4C=C(C(=O)[C@]4(CC(=C3)CO)O)C)O)O)O,unknown,C[C@@H]1CC(C[C@H]2[C@@]1(O)[C@@H]3C=C(C)C([C@@]3(O)CC(CO)=C2)=O)=O,C[C@@H]1CC([C@@H](C(C)=C)[C@H]2[C@@]1(O)[C@@H]3C=C(C)C([C@@]3(O)CC(CO)=C2)=O)=O,2002/02,Biotransformation of phorbol by human intestinal bacteria,10.1248/cpb.50.160
TS0264,HGMMS,Pentobarbital,CCC1(C2=CC=CC=C2)C(NC(NC1=O)=O)=O,hydrolysis,O=C(N)C(CC)C1=CC=CC=C1,NONE,2006/01,The metabolism of phenobarbital a drug used for epilepsy by intestinal flora Bifidobacterium adolescentis and Bifidobacterium bifidum,10.1080/08910600600726979
TS0265,HGMMS,Pedunculagin,C1[C@@H]2[C@H]([C@H]3[C@H](C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0266,HGMMS,coriariin B,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)OC4=C(C(=C(C=C4C(=O)O)O)O)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0267,HGMMS,vescalagin,C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0268,HGMMS,stachyurin,C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)O1)O)O)O)O)O)O)C4C5C(C6=C(C(=C(C(=C6C(=O)O5)C7=C(C(=C(C=C7C(=O)O4)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0269,HGMMS,stenophyllanin A,C1[C@H]([C@@H](OC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)O1)O)O)O)O)O)O)C4[C@@H]5[C@@H](C6=C(C(=C(C(=C6C(=O)O5)C7=C(C(=C(C=C7C(=O)O4)O)O)O)O)O)O)C8=C(C=C(C9=C8OC(C(C9)O)C1=CC(=C(C=C1)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0270,HGMMS,salicarinin A,C1CC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)CC4C1CC(=O)C5=CC(=C(C(=C5C6=C7C(=C(C(=C6O)O)O)C8=C9C(=C(C(=C8O)O)O)C(C(C4OC7=O)OC9=O)O)O)O)O)OC1=C(C(=C(C=C1C(=O)OC1COC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)OC1C1CCC2=CC(=C(C(=C2C2=C3C(=C(C(=C2O)O)O)C(C1OC3=O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0271,HGMMS,agrimoniin,C1[C@@H]2[C@H]([C@H]3[C@H]([C@H](O2)OC(=O)C4=CC(=C(C(=C4)OC5=C(C(=C(C=C5C(=O)O[C@@H]6[C@H]7[C@H]([C@H]8[C@H](O6)COC(=O)C9=CC(=C(C(=C9C2=C(C(=C(C=C2C(=O)O8)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O7)O)O)O)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O3)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0272,HGMMS,oenothein B,C1[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)OC(=O)C3=CC(=C(C(=C3OC4=C(C(=C5C(=C4)C(=O)OC[C@@H]6[C@@H]([C@H]([C@H]([C@@H](O6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O)OC(=O)C9=CC(=C(C(=C95)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,hydrolysis,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1,O=C1C2=CC(O)=CC=C2C3=C(O)C(O)=C(O)C=C3O1,2016/12,Differences in Metabolism of Ellagitannins by Human Gut Microbiota ex Vivo Cultures,10.1021/acs.jnatprod.6b00602
TS0273,HGMMS,Epacadostat,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Br)F,dehydroxylation,O=S(NCCNC1=NON=C1C(N)=NC2=CC(Br)=C(F)C=C2)(N)=O,NONE,2017/11,Impact of gut microbiota on drug metabolism: an update for safe and effective use of drugs,10.1007/s12272-017-0986-y
TS0274,HGMMS,Glycyrrhizin,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,hydrolysis,C[C@]12CC[C@](C)(C(O)=O)C[C@H]1C3=CC([C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)=O,NONE,1994/02,Intestinal bacterial hydrolysis is indispensable to absorption of 18 beta-glycyrrhetic acid after oral administration of glycyrrhizin in rats,10.1111/j.2042-7158.1994.tb03756.x
TS0275,HGMMS,ginsenoside Rb2,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O)O)O)O)C,hydrolysis,C/C(C)=C\CC[C@@]([C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]3[C@@]2(C)CC[C@@H]4[C@]3(C)CC[C@H](O)C4(C)C)(O)C,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0276,HGMMS,ginsenoside Rc,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H](O8)CO)O)O)O)O)O)C,hydrolysis,C/C(C)=C\CC[C@@]([C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]3[C@@]2(C)CC[C@@H]4[C@]3(C)CC[C@H](O)C4(C)C)(O)C,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0277,HGMMS,ginsenoside Rg3,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O)C,hydrolysis,C/C(C)=C\CC[C@@]([C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]3[C@@]2(C)CC[C@@H]4[C@]3(C)CC[C@H](O)C4(C)C)(O)C,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0278,HGMMS,ginsenoside Rk1,CC(=CCCC(=C)[C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)C,hydrolysis,C/C(C)=C\CCC([C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]3[C@@]2(C)CC[C@@H]4[C@]3(C)CC[C@H](O)C4(C)C)=C,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0279,HGMMS,ginsenoside Re,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3C[C@@]4([C@H](C[C@H]([C@H]5[C@]4(CC[C@@H]5[C@](C)(CCC=C(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)[C@@]7([C@@H]3C([C@H](CC7)O)(C)C)C)C)CO)O)O)O)O)O,hydrolysis,O[C@H]1C[C@]2(C)[C@@H]([C@]3(C)[C@@H]1C(C)(C)[C@@H](O)CC3)C[C@@H](O)[C@H]4[C@@]2(C)CC[C@@H]4[C@](CC/C=C(C)\C)(O)C,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0280,HGMMS,ginsenoside Rg1,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C,hydrolysis,C/C(C)=C\CC[C@@]([C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]3[C@@]2(C)C[C@H](O)[C@@H]4[C@]3(C)CC[C@H](O)C4(C)C)(O)C,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0281,HGMMS,majonoside R2,C[C@]1(CC[C@H](O1)C(C)(C)O)[C@H]2CC[C@@]3([C@@H]2[C@@H](C[C@H]4[C@]3(C[C@@H]([C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)C)O)C,hydrolysis,C[C@@]1([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@H]4[C@@]3(C)C[C@H](O)[C@@H]5[C@]4(C)CC[C@H](O)C5(C)C)CC[C@@H](C(C)(O)C)O1,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0282,HGMMS,ginsenoside Rf,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)C)O)C,hydrolysis,C/C(C)=C\CC[C@@]([C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]3[C@@]2(C)C[C@H](O)[C@@H]4[C@]3(C)CC[C@H](O)C4(C)C)(O)C,NONE,2018/06,Gut microbiota-mediated pharmacokinetics of ginseng saponins,10.1016/j.jgr.2017.04.011
TS0283,HGMMS,Genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,reduction,OC1=C(C2)C(OCC2C3=CC=C(O)C=C3)=CC(O)=C1,NONE,2015/11,The influence of gut microbiota on drug metabolism and toxicity,10.1517/17425255.2016.1121234
TS0284,HGMMS,gemcitabine,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,unknown,NONE,NONE,2017/06,Chemical transformation of xenobiotics by the human gut microbiota,10.1126/science.aag2770
TS0285,HGMMS,fludarabine,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,unknown,NONE,NONE,2017/06,Chemical transformation of xenobiotics by the human gut microbiota,10.1126/science.aag2770
TS0286,HGMMS,CB1954,C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],unknown,NONE,NONE,2017/06,Chemical transformation of xenobiotics by the human gut microbiota,10.1126/science.aag2770
TS0287,HGMMS,Fostamatinib,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C,hydrolysis,CC1(C)C(NC2=C(C=CC(NC3=NC(NC4=CC(OC)=C(OC)C(OC)=C4)=NC=C3F)=N2)O1)=O,NONE,2010/07,Metabolism of fostamatinib the oral methylene phosphate prodrug of the spleen tyrosine kinase inhibitor R406 in humans: contribution of hepatic and gut bacterial processes to the overall biotransformation,10.1124/dmd.110.032151
TS0288,HGMMS,Trifluridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,hydrolysis,O=C(N1)C(C(F)(F)F)=CNC1=O,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TS0289,HGMMS,Luteic acid,C1=C2C(=C(C(=C1O)O)O)C3=C(C(=C(C=C3C(=O)O)O)O)OC2=O,decarboxylation,OC1=C(O)C(O)=C(C2=C(OC3=O)C(O)=C(O)C=C2)C3=C1,NONE,2014/08,Description of urolithin production capacity from ellagic acid of two human intestinal Gordonibacter species,10.1039/c4fo00092g
TS0290,HGMMS,Eltrombopag,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,reduction,NC1=CC=CC(C2=CC(C(O)=O)=CC=C2)=C1O,NONE,2011/09,Investigations of hydrazine cleavage of eltrombopag in humans,10.1124/dmd.111.040188
TS0291,HGMMS,Ellagic acid,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,hydrolysis,OC1=C(O)C(O)=C(C2=C(OC3=O)C(O)=C(O)C=C2C(O)=O)C3=C1,NONE,2014/08,Description of urolithin production capacity from ellagic acid of two human intestinal Gordonibacter species,10.1039/c4fo00092g
TS0292,HGMMS,Choline,C[N+](C)(C)CCO,dealkylation,CN(C)C,NONE,2012/12,Microbial conversion of choline to trimethylamine requires a glycyl radical enzyme,10.1073/pnas.1215689109
TS0293,HGMMS,Bromazepam,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,hydrolysis,NC1=C(C(C2=CC=CC=N2)=O)C=C(Br)C=C1,NONE,1987/10,Degradation of bromazepam by the intestinal microflora,10.1248/cpb.35.4338
TS0294,HGMMS,7-Bpdbd,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3,hydrolysis,NC1=C(C(C2=CC=CC=C2)=O)C=C(Br)C=C1,NONE,1987/10,Degradation of bromazepam by the intestinal microflora,10.1248/cpb.35.4338
TS0295,HGMMS,amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,dealkylation,CCCCC1=C(C(C2=CC(I)=C(OCCNCC)C(I)=C2)=O)C3=CC=CC=C3O1,NONE,2018/08,Gut microbiota modulates drug pharmacokinetics,10.1080/03602532.2018.1497647
TS0296,HGMMS,BILR 355,CCN1C2=C(C=CC=N2)N(C(=O)C3=C1N=CC(=C3)CCOC4=CC=[N+](C5=CC=CC=C54)[O-])C,reduction,CCN1C2=C(N(C)C(C3=C1N=CC(CCOC4=CC=NC5=CC=CC=C54)=C3)=O)C=CC=N2,NONE,2012/06,Metabolic switching of BILR 355 in the presence of ritonavir. II. Uncovering novel contributions by gut bacteria and aldehyde oxidase,10.1124/dmd.111.044362
TI0297,HGMMI,felbamate,c1ccc(cc1)C(COC(=O)N)COC(=O)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0298,HGMMI,cyclosporine a,CC[C@@H]1C(=O)N(CC(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@@H](C)C/C=C\C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0299,HGMMI,donepezil.hcl,COc1c(cc2c(c1)C[C@H](C2=O)CC1CCN(CC1)Cc1ccccc1)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0300,HGMMI,lincomycin.hcl,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@H]([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)SC)O)O)O)[C@H](C)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0301,HGMMI,mycophenolic acid,Cc1c(c(c(c2c1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0302,HGMMI,tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0303,HGMMI,quinine,COc1cc2c(ccnc2cc1)[C@@H]([C@@H]1C[C@H]2CCN1C[C@H]2C=C)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0304,HGMMI,propafenone.hcl,CCNC[C@H](COc1ccccc1C(=O)CCc1ccccc1)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0305,HGMMI,flecainide acetate,C1CCN[C@H](C1)CNC(=O)c1c(ccc(c1)OCC(F)(F)F)OCC(F)(F)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0306,HGMMI,rosiglitazone,CN(CCOc1ccc(cc1)C[C@H]1C(=O)NC(=O)S1)c1ccccn1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0307,HGMMI,guanabenz acetate,c1cc(c(c(c1)Cl)/C=N\N=C(N)N)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0308,HGMMI,emtricitabine,C1[C@H](O[C@H](S1)CO)n1cc(c(nc1=O)N)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0309,HGMMI,caffeine,Cn1cnc2c1c(=O)n(c(=O)n2C)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0310,HGMMI,maprotiline.hcl,CNCCC[C@]12CC[C@H](c3ccccc13)c1ccccc21,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0311,HGMMI,pilocarpine.hcl,CC[C@H]1[C@H](COC1=O)Cc1cncn1C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0312,HGMMI,haloperidol,C1CN(CCC1(c1ccc(cc1)Cl)O)CCCC(=O)c1ccc(cc1)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0313,HGMMI,naltrexone.hcl,C1CC1CN1CC[C@@]23[C@H]4C(=O)CC[C@@]2([C@@H]1Cc1c3c(c(cc1)O)O4)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0314,HGMMI,zolmitriptan,CN(C)CCc1c[nH]c2c1cc(cc2)C[C@@H]1COC(=O)N1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
